Size,ID,LastName,FirstName,E-mail address,ReportDate,Direction,Phone,ReportingSource,District,County_Name,Facility_Type,County,Alignment,Route,Postmile,Species,Gender,Age,Latitude,Longitude,Datum,NearestLandmark,Comments,selected,Posted_On,LastUpdated_On,x_coord,y_coord,StatusOfRoadkill,endangeredSpecies
,12844,,,,9/4/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,38.50,Deer,U,U,,,,Ft. Jones Post Office,,No,,,-120.80962,39.12542,,FALSE
,12845,,,,9/7/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,38.50,Deer,U,U,,,,NB - JSO Water Box,,No,,,-120.80962,39.12542,,FALSE
,12846,,,,9/17/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,39.00,Deer,U,U,,,,JNO Moffett Creek,,No,,,-120.80899,39.12752,,FALSE
,12847,,,,9/18/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,39.00,Deer,U,U,,,,JNO Ft. Jones,,No,,,-120.80899,39.12752,,FALSE
,12848,,,,5/26/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,44.67,Deer,U,U,,,,Forest Mountain Yreka side Near top,,No,,,-120.78958,39.13689,,FALSE
,12849,,,,7/10/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,44.67,Deer,U,U,,,,Top of Forrest Mountain,,No,,,-120.78958,39.13689,,FALSE
,12850,,,,9/17/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,45.50,Other,U,U,,,,N/side of Forest Mnt,,No,,,-120.78458,39.13997,,FALSE
,12851,,,,10/7/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,46.50,Other,U,U,,,,JSO Walmart,,No,,,-120.77991,39.14243,,FALSE
,12852,,,,6/9/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,46.80,Deer,U,U,,,,Westside Road & Main Street/Yreka,,No,,,-120.77923,39.14366,,FALSE
,12853,,,,9/9/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,46.80,Deer,U,U,,,,Near Marla Hand House,,No,,,-120.77923,39.14366,,FALSE
,12854,,,,6/5/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,47.00,Deer,U,U,,,,Front of Jim Wilson Ford,,No,,,-120.77865,39.14443,,FALSE
,12855,,,,8/31/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,52.50,Deer,U,U,,,,"3525 E Hwy 3, E/Shasta River Bridge",,No,,,-120.7483,39.15139,,FALSE
,12856,,,,10/9/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,52.50,Deer,U,U,,,,JSO Montague Airport,,No,,,-120.7483,39.15139,,FALSE
,12857,,,,9/13/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,53.22,Deer,U,U,,,,Montague-Grenada Rd @ SR3,,No,,,-120.74415,39.15129,,FALSE
,12858,,,,8/24/2002,,,CHP,2,Siskiyou(SIS),,SIS,,3,53.50,Deer,U,U,,,,3018 E SR3/Montague Golf Course,,No,,,-120.74337,39.15237,,FALSE
,12860,,,,8/9/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,0.50,Deer,U,U,,,,SB - JSO Pollard Flat,,No,,,-120.67584,38.98776,,FALSE
,12861,,,,6/14/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,0.55,Deer,U,U,,,,NB at S Dunsmuir,,No,,,-120.67576,38.988,,FALSE
,12862,,,,6/10/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,0.56,Deer,U,U,,,,NB - At N Duns ONRamp,,No,,,-120.67574,38.98804,,FALSE
,12863,,,,10/13/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,1.00,Deer,U,U,,,,JNO S Dunsmuir,,No,,,-120.67464,38.98981,,FALSE
,12864,,,,10/15/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,1.00,Deer,U,U,,,,JNO S Dunsmuir,,No,,,-120.67464,38.98981,,FALSE
,12865,,,,9/29/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,1.25,Deer,U,U,,,,NB - JSO N/Interchange,,No,,,-120.67375,38.99068,,FALSE
,12866,,,,10/12/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,1.25,Deer,U,U,,,,JSO Oak St OC,,No,,,-120.67375,38.99068,,FALSE
,12867,,,,10/10/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,1.50,Deer,U,U,,,,,,No,,,-120.6734,38.99174,,FALSE
,12894,,,,7/17/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,3.40,Deer,U,U,,,,NB - 1/2 mile N Sisk Ave,,No,,,-120.67235,39.00013,,FALSE
,12965,,,,5/31/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,8.00,Deer,U,U,,,,NB - JNO N Mt. Shasta OC,,No,,,-120.67804,39.01535,,FALSE
,12966,,,,6/28/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,9.00,Deer,U,U,,,,NB - At N Mt. Shasta,,No,,,-120.68204,39.01826,,FALSE
,12967,,,,8/23/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,9.00,Deer,U,U,,,,NB - JNO N/Mt Shasta OC,,No,,,-120.68204,39.01826,,FALSE
,12868,,,,9/22/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,12.30,Deer,U,U,,,,SB - N/Mt. Shasta OFF/R,,No,,,-120.68919,39.03168,,FALSE
,12869,,,,9/22/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,12.50,Deer,U,U,,,,SB - JNO Mt. Shasta,,No,,,-120.69016,39.03272,,FALSE
,12871,,,,6/3/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,14.50,Deer,U,U,,,,SB - JSO Truck Vlg,,No,,,-120.69692,39.03884,,FALSE
,12872,,,,10/20/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,15.00,Bear,U,U,,,,At Black Butte,,No,,,-120.69842,39.04054,,FALSE
,12873,,,,6/10/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,15.18,Deer,U,U,,,,SB at Truck Village,,No,,,-120.69876,39.04125,,FALSE
,12874,,,,9/10/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,15.18,Deer,U,U,,,,At Truck Village,,No,,,-120.69876,39.04125,,FALSE
,12875,,,,6/11/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,16.00,Deer,U,U,,,,SB - JNO Truck Village,,No,,,-120.70092,39.04452,,FALSE
,12876,,,,7/14/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,16.00,Deer,U,U,,,,NB - 1 mile S of S Weed,,No,,,-120.70092,39.04452,,FALSE
,12877,,,,8/6/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,17.00,Deer,U,U,,,,NB - JSO S/Weed,,No,,,-120.70122,39.04897,,FALSE
,12878,,,,5/18/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,17.44,Deer,U,U,,,,NB - S Weed,,No,,,-120.70205,39.05076,,FALSE
,12879,,,,5/27/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,17.44,Deer,U,U,,,,NB - S Weed,,No,,,-120.70205,39.05076,,FALSE
,12880,,,,9/23/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,17.44,Deer,U,U,,,,NB - South Weed,,No,,,-120.70205,39.05076,,FALSE
,12881,,,,5/29/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,19.00,Deer,U,U,,,,NB - JSO s/Weed,,No,,,-120.70326,39.05714,,FALSE
,12882,,,,5/30/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,19.00,Deer,U,U,,,,NB - JSO s/Weed,,No,,,-120.70326,39.05714,,FALSE
,12883,,,,5/29/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,20.00,Deer,U,U,,,,JNO MPM 20.00,,No,,,-120.70751,39.05964,,FALSE
,12885,,,,6/23/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,20.07,Deer,U,U,,,,SB - At N Weed ONR,,No,,,-120.70785,39.05977,,FALSE
,12886,,,,6/24/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,20.07,Deer,U,U,,,,SB - At N Weed ONR,,No,,,-120.70785,39.05977,,FALSE
,12887,,,,6/7/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,21.00,Bear,U,J,,,,SB 1/2 mile N or N Weed,,No,,,-120.71018,39.06125,,FALSE
,12889,,,,7/30/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,21.00,Bear,U,U,,,,SB - JNO N/Weed,,No,,,-120.71018,39.06125,,FALSE
,12888,,,,7/2/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,21.00,Deer,U,U,,,,NB - 1 Mile N of Weed,,No,,,-120.71018,39.06125,,FALSE
,12890,,,,5/30/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,23.16,Deer,U,U,,,,NB - Edgewood,,No,,,-120.71851,39.0656,,FALSE
,12891,,,,10/23/2002,,,CHP,2,Siskiyou(SIS),,SIS,,5,23.16,Deer,U,U,,,,Shasta River Bridge at Edgewood,,No,,,-120.71851,39.0656,,FALSE
